ref_interne_decla,reference_externe_declaration,statut_declaration,id_gest_sinistre,type_cloture,date_survenance_declaration,date_declaration,lieu_declaration,heure_declaration,evenement_declaration,circonstance_declaration,contexte,circo_detaillee_1,circ_detaillee_commentaire,circo_aggravante_1,cird_aggravante_suite,pv,constat,cas_irsa,inc_existence_expertise,vehicule_retrouve,date_vehicule_retrouve
6008612448,008038040B,En Cours de Gestion,1810048241,NULL,2024-03-08 01:00:00,2024-03-08 01:00:00,EYSINES,08,Incendie ou explosion,Incendie par communication,NULL,NULL,NULL,NULL,NULL,N,N,NULL,O,N,
1006444756,006004282V,Clôturée,9810050069,Clôture automatique,2021-11-06 01:00:00,2021-11-08 01:00:00,ORLEANS,22,Accident de la circulation,Deux véhicules,Privé,NULL,"soc a l'arret a un feu rouge, adv la heurte soc a l'arriere        adv refuse de signer le constat pas de blesse                                                                                                                                                                                                                                                                                                          ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,N,NULL,O,N,
0007397309,006895813A,Clôturée,9810050069,Clôture automatique,2022-11-12 01:00:00,2022-11-14 01:00:00,SAINTES MARIES DE LA MER,16,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,CST MAILE VERS EXPERT A SA DEMANDE,NULL,NULL,N,N,NULL,O,N,
0004804142,004476017M,Clôturée,8810049848,Clôture automatique,2019-12-06 01:00:00,2019-12-13 01:00:00,DIJON,06,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"Choc AR / 2VTM                                                     Soc à l'arrêt dans un bouchon se fait percuter plein AR.           CA cosigné, soc en a envoyé un exemplaire à Orléans et en a gardé  une copie.                                                         Pas de blessé                                                      Dommages : PC AR",NULL,NULL,N,O,NULL,O,N,
1007325493,006828306Y,Clôturée,5810054665,Clôture automatique,2022-10-11 02:00:00,2022-10-11 02:00:00,NULL,07,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,soc à l'arrêt / adv le percute                                     dommages = arrière,NULL,NULL,N,N,NULL,O,N,
1005938008,005529383A,Clôturée,9810050069,Clôture automatique,2021-04-26 02:00:00,2021-04-29 02:00:00,PARIS 13,16,Accident de la circulation,Deux véhicules,NULL,NULL,ct avec advesaire qui me confirme plaque d'immat/ tel adv          06/38/78/98/74. verifie sur fva euro assurance  égal groupama,NULL,NULL,N,O,NULL,O,N,
1005218750,004862910Y,Clôturée,7810046187,Clôture automatique,2020-06-25 02:00:00,2020-06-26 02:00:00,HYERES,17,Accident de la circulation,Deux véhicules,Privé,NULL,TEL SOC RECU. EXPERT LUI A INDIQUE FAIRE ENLEVER LE VH A TITRE     CONSERVATOIRE ET SOC ACCEPTE CESSION. DEMANDE A QUI DOIT ADRESSER  LES DOCS A GMF OU EXPERT. A EXPERT,NULL,NULL,N,O,NULL,O,N,
9007627399,007111204W,En Cours de Gestion,1810016021,NULL,2023-01-18 01:00:00,2023-02-20 01:00:00,ANTONY,01,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,*Suite AGS relance témoin effectuée via mail,NULL,NULL,N,N,NULL,O,N,
1007993707,007455756J,En Cours de Gestion,7810046187,NULL,2023-07-17 02:00:00,2023-07-18 02:00:00,NULL,18,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,NULL,NULL,NULL,N,N,NULL,O,N,
9005618040,005232428Y,Clôturée,7810046187,Clôture automatique,2020-12-07 01:00:00,2020-12-08 01:00:00,COURSEGOULES,09,Accident de la circulation,Deux véhicules,Privé,NULL,APPEL SOCIETAIRE RECU pour coordoonné témoins le societaire n'a quele telephone du temoins je contacte le temoin et lui laisse un     message pour ses coordonnées.,NULL,NULL,N,N,NULL,O,N,
1004672462,004352641H,Clôturée,0100006037,Clôture automatique,2019-10-19 02:00:00,2019-10-29 01:00:00,NULL,13,Accident de la circulation,Deux véhicules,Privé,NULL,j'envoie coord cg au soc  + garage -,NULL,NULL,N,O,NULL,O,N,
8006482763,006039823B,En Cours de Gestion,5810031205,NULL,2021-11-24 01:00:00,2021-11-24 01:00:00,CANNES,13,Accident de la circulation,Deux véhicules,Privé,NULL,REPONSE GMF LE 08/04 -COUR CIE ADV DU 07/04 SE SONT CROISES        PAS DE REPONSE - AGD DEJA MIS AU 05/05,NULL,NULL,N,N,NULL,O,N,
9007627399,007111204W,En Cours de Gestion,1810016021,NULL,2023-01-18 01:00:00,2023-02-20 01:00:00,ANTONY,01,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"*AGD RLT TEMOIN:                                                   *tél témoin émis : mévo : je relance et indique importance de son  témoignage, je redonne adresse mail pour nous faire retour",NULL,NULL,N,N,NULL,O,N,
1005493103,005116880C,Clôturée,8810050068,Clôture automatique,2020-10-11 02:00:00,2020-10-12 02:00:00,ORAISON,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,soc a l arret dans un parking tiers recule et heurte soc                                                                                                                                                                                                                                                                                                                                                                  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
2006889216,006418225H,Clôturée,8810054128,Clôture automatique,2022-05-12 02:00:00,2022-05-12 02:00:00,SALAISE SUR SANNE,12,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Modification ce jour                                                                                                                                                                                                                                                                                                    ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
8006482763,006039823B,En Cours de Gestion,5810031205,NULL,2021-11-24 01:00:00,2021-11-24 01:00:00,CANNES,13,Accident de la circulation,Deux véhicules,Privé,NULL,soc salarié GMF,NULL,NULL,N,N,NULL,O,N,
2006935201,006461304H,Clôturée,6810048596,Clôture automatique,2022-05-29 02:00:00,2022-05-30 02:00:00,NULL,15,Accident de la circulation,Deux véhicules,Privé,NULL,sur l autoroute A10 le societaire roulait tout droit sur la file dedroite et le tiers sur sa gauche a changé de file et l a heurté    dommages portes avg et arg aile arg bas de caisse rayures et impactsur porte vélos et impact feu ard                                  ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
4006297856,005866662H,Clôturée,4810013834,Clôture automatique,2021-09-15 02:00:00,2021-09-15 02:00:00,ST GEORGES SUR BAULCHE,07,Accident de la circulation,Carambolage,Privé,NULL,POSDOS GESTION CARAMBOLOAGE 0ZC,NULL,NULL,N,N,NULL,O,N,
8006482763,006039823B,En Cours de Gestion,5810031205,NULL,2021-11-24 01:00:00,2021-11-24 01:00:00,CANNES,13,Accident de la circulation,Deux véhicules,Privé,NULL,"suite réception DA soc, envoie dde IRSA Avanssur",NULL,NULL,N,N,NULL,O,N,
4005527925,005149244F,Clôturée,8810049848,Clôture automatique,2020-10-25 02:00:00,2020-10-26 01:00:00,RENNES,12,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"info rc 00, PEC 100 ca sera transmis via ms                        soc ok pour gge ag rdv pris ead                                    acr par mail",NULL,NULL,N,O,NULL,O,N,
6007957007,007420982L,En Cours de Gestion,1810049441,NULL,2023-06-13 02:00:00,2023-07-05 02:00:00,LORRIS,10,Evénements divers non répertoriés,"Taggage, vandalisme",NULL,Absence,NULL,NULL,NULL,N,N,NULL,O,N,
8007663454,007145058U,En Cours de Gestion,7810046187,NULL,2023-03-06 01:00:00,2023-03-07 01:00:00,NULL,19,Evénements divers non répertoriés,"Taggage, vandalisme",NULL,Non identifié,Soc veut son gge non agréé est avisé process et souhaite voir      avec son gge avant de valider sa décision nous rappel,NULL,NULL,N,N,NULL,O,N,
5006212939,005786815T,Clôturée,1810049441,Clôture automatique,2021-08-11 02:00:00,2021-08-11 02:00:00,LANCIEUX,11,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,fva vérifié                                                        cas 40 modifié,NULL,NULL,N,N,NULL,O,N,
3007157938,006671197C,En Cours de Gestion,7810058577,NULL,2022-08-05 02:00:00,2022-08-08 02:00:00,GOURBEYRE,21,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,pas possible intervenir sur dégat du soc alccolémie positive,NULL,NULL,N,N,NULL,N,N,
6004537490,004226048G,Clôturée,4810048594,Clôture automatique,2019-08-30 02:00:00,2019-09-05 02:00:00,NULL,08,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,RE ESTIMATIF 605.39 EUR TTC -,NULL,NULL,N,N,NULL,O,N,
6005617208,005231666V,Clôturée,9810050069,Clôture automatique,2020-12-02 01:00:00,2020-12-08 01:00:00,ANTIBES,11,Accident de la circulation,Deux véhicules,Privé,NULL,EAD + garage agrée ok suite appel soc                              garage n2 sans véhicule de prêt / soc avisé,NULL,NULL,N,N,NULL,O,N,
7004848333,004517626P,Clôturée,0810048160,Clôture automatique,2019-12-30 01:00:00,2019-12-30 01:00:00,NULL,12,Accident de la circulation,Deux véhicules,Privé,NULL,Msg laissé sur portable soc pour l aviser rc nulle et pec tt       l invite à nous rappeler pour mise en place expertise,NULL,NULL,N,N,NULL,O,N,
5007422168,006919023D,Clôturée,6810048596,Clôture automatique,2022-11-17 01:00:00,2022-11-22 01:00:00,VENISSIEUX,17,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,constat OK et en GED - FVA fait                                                                                                       Clôturée depuis 05/09/2022 - ASSURANCES DU CREDIT MUTUEL (ACM) - AAImmatriculation : CS110ED                                          No VIN : SJNJCAJ10U7148355                                         Date première immatriculation : 27/03/2013                         Date de dernière mise à jour SIV : 24/11/2022 09:38                Marque : NISSAN                                                    Dénomination commerciale : QASHQAI,NULL,NULL,N,N,NULL,O,N,
4007596378,007082076K,En Cours de Gestion,7810057897,NULL,2023-02-06 01:00:00,2023-02-06 01:00:00,AURIBEAU SUR SIAGNE,09,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Appel soc pour règlement de la facture du garage; je fais le règlement (RE a été supprimé sans être traité). Soc a un rapport conformeà la facture mais il y a un différentiel de 75 € pour lequel nous  demandons des explications à l'expert.,NULL,NULL,N,N,NULL,O,N,
0008004560,007465927P,En Cours de Gestion,8810049848,NULL,2023-07-21 02:00:00,2023-07-21 02:00:00,NULL,14,Accident de la circulation,Aucun adversaire ou adversaire autre qu'un véhicule à moteur,Privé,Corps fixe,NULL,NULL,NULL,N,N,NULL,O,N,
3007745761,007222402N,Clôturée,7810046187,Clôture automatique,2023-04-11 02:00:00,2023-04-12 02:00:00,NICE,09,Accident de la circulation,Deux véhicules,NULL,NULL,Constat = GED,NULL,NULL,N,O,NULL,O,N,
4006147346,005725109W,Clôturée,7810054667,Clôture automatique,2021-07-15 02:00:00,2021-07-16 02:00:00,NULL,17,Accident de la circulation,Deux véhicules,Privé,NULL,SD et copie nvlle CG avec la bonne immat envoyés à l'expert        la bonne immat =  FZ-330-QJ,NULL,NULL,N,N,NULL,O,N,
5006752499,006291074A,Clôturée,8810049848,Clôture automatique,2022-03-10 01:00:00,2022-03-15 01:00:00,MARSEILLE 13,16,Accident de la circulation,Deux véhicules,Privé,NULL,"soc a l'arret, adv sort du parking en marche arriere et percute    soc                                                                ca cosigne en ged                                                                                                                                                                                                                                                                   ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,N,NULL,O,N,
1006444756,006004282V,Clôturée,9810050069,Clôture automatique,2021-11-06 01:00:00,2021-11-08 01:00:00,ORLEANS,22,Accident de la circulation,Deux véhicules,Privé,NULL,réception constat co signé? comme la soc avait indiqué que l'ADV   ne souhaitait pas signer le constat au moment de l'établir je      recontacte soc pr confirmation ou voir si l'adv est revenu sur sa decision : message vocal laissé,NULL,NULL,N,N,NULL,O,N,
0007830051,007301728M,Clôturée,5810054665,Clôture automatique,2023-05-14 02:00:00,2023-05-19 02:00:00,CLERMONT FERRAND,13,Accident de la circulation,Deux véhicules,Privé,NULL,"Accident même sens même file                                       Dans rue à sens unique, VTM tiers enclenche marche arrière et      percute VTM soc                                                    Dommages: pare choc avant D                                                                                                                                                                                      ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,O,NULL,O,N,
4007727211,007204886Z,En Cours de Gestion,4810048594,NULL,2023-04-03 02:00:00,2023-04-03 02:00:00,NULL,17,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,reception RPV : soc fait réparer,NULL,NULL,N,N,NULL,O,N,
5005586183,005203153C,Clôturée,1810048241,Clôture automatique,2020-11-20 01:00:00,2020-11-23 01:00:00,AUBERTIN,12,Accident de la circulation,Deux véhicules,NULL,NULL,le vtm soc etait a l arret .un vtm de la commune a recule ds       aile avt drte .constat signe                                       pas de blesse.pas de deplaceemnt fo                                                                                                                                                                                                                                                 ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
0006005038,005591831D,En Cours de Gestion,8810040878,NULL,2021-05-26 02:00:00,2021-05-28 02:00:00,REMIRE MONTJOLY,12,Accident de la circulation,Deux véhicules,Privé,NULL,choix garage agree : EAD                                           soc envoi son constat via MS,NULL,NULL,N,N,NULL,O,N,
7005154347,004803702S,Clôturée,0100006037,Clôture automatique,2020-05-30 02:00:00,2020-06-02 02:00:00,LA BOUILLADISSE,16,Accident de la circulation,Deux véhicules,NULL,NULL,je transfere en dst IRD pour les dommages a la cloture,NULL,NULL,N,O,NULL,O,N,
7005604202,005219664Z,Clôturée,7810046187,Clôture automatique,2020-11-30 01:00:00,2020-12-02 01:00:00,AMILLY,17,Accident de la circulation,Deux véhicules,Privé,NULL,Soc avisée RC00- Pas de Malus- PECH Totale---                      **Vérif FVA Fait ==> OK                                            ==> CA reçu et mis en GED---                                       ==> ACR envoyé et j'invite Soc à ns recontacter pr son choix GGE   suite Pb Géocodeur ==> OK pr Soc./,NULL,NULL,N,O,NULL,O,N,
0005940587,005531773Y,Clôturée,8810049848,Clôture automatique,2021-04-22 02:00:00,2021-04-30 02:00:00,VILLENEUVE SUR LOT,11,Accident de la circulation,Deux véhicules,Privé,NULL,2 VTM / Soc circule sur avenue quand vtm adv sort d'1 parking et   la percute.                                                        CA cosigné. Pas de blessé.                                         Dommages: Portière ARG + Aile ARG + enjoliveur ARG                                                                                                                                                               ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
0005121890,004773466B,Clôturée,7810046187,Clôture automatique,2020-05-18 02:00:00,2020-05-18 02:00:00,NEVERS,12,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,recu sd expert informant expertise terrain nécessaire + demande le ca - je le lui envoi par mail,NULL,NULL,N,O,NULL,O,N,
3008103153,007558730M,En Cours de Gestion,9810050069,NULL,2023-08-28 02:00:00,2023-08-30 02:00:00,MUIDES SUR LOIRE,16,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,NULL,NULL,NULL,N,N,NULL,O,N,
1007799478,007272903F,Enregistrée NPEC,8810049848,NULL,2023-05-02 02:00:00,2023-05-06 02:00:00,NULL,09,Accident de la circulation,Aucun adversaire ou adversaire autre qu'un véhicule à moteur,NULL,Corps fixe,* DSI : SOC déclare heurter un CF avec son VL en reculant          * TEL SOC KO - MEVO : je l'informe que si l'on intervient          RCTT Joker CRM perte avantage bon conducteur et FC102€ à charge    * J'ouvre NPEC E/a retour de SOC                                                                                                                                                                                 ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,N,N,
0004640628,004322608N,Clôturée,9810050069,Clôture automatique,2019-10-11 02:00:00,2019-10-17 02:00:00,PELVES,13,Accident de la circulation,Deux véhicules,Privé,NULL,constat amiable cosigne - pas de blesse- pas de temoin             soc en stationnement et adv en reculant a heurte soc               rc 00 cas 40                                                                                                                                                                                                                                                                        ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
8004906608,004571962A,Clôturée,9810050069,Clôture automatique,2020-01-22 01:00:00,2020-01-22 01:00:00,ANTIBES,10,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,RC00/K15/SOC ENVOIE CST VIA MS/ACR PAR MAIL,NULL,NULL,N,O,NULL,O,N,
1007325493,006828306Y,Clôturée,5810054665,Clôture automatique,2022-10-11 02:00:00,2022-10-11 02:00:00,NULL,07,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,garage non agréé                                                   soc informé avance des frais à faire,NULL,NULL,N,N,NULL,O,N,
9006907398,006435145Z,Clôturée,8810054128,Clôture automatique,2022-05-18 02:00:00,2022-05-19 02:00:00,ISTRES,15,Accident de la circulation,Deux véhicules,NULL,NULL,"Appel SST : soc demande suite dossier - j'informe etre en attente  du retour des doc pour procéder au règlement                       Soc n'a plus sa carte grise, je l'invite a contacter l'expert pour avoir copie",NULL,NULL,N,O,NULL,O,N,
9006554472,006107020S,Clôturée,7810054667,Clôture automatique,2021-12-21 01:00:00,2021-12-23 01:00:00,DZAOUDZI,09,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Initialement présenté à ALLIANZ IARD (IARD). Suite recherche FVA   + information donnée par ALLIANZ IARD -> représentation à          ALLIANZ OUTREMER (616),NULL,NULL,N,O,NULL,O,N,
9004891077,004557488T,Clôturée,2810061512,Clôture automatique,2020-01-16 01:00:00,2020-01-16 01:00:00,FACHES THUMESNIL,09,Vol (véhicule retrouvé),Avec effraction du véhicule,NULL,Non identifié,"reçu decla de vol, pv , bon de commande et CG par MS               ok faxe le tout à l expert                                         envoi mail à soc reclamant facture achat et preuve moyen de paiement qd chq sera encaissé car chq ne serait tjrs pas encaissé par     peugeot",NULL,NULL,N,N,NULL,O,O,2023-06-23
2006889216,006418225H,Clôturée,8810054128,Clôture automatique,2022-05-12 02:00:00,2022-05-12 02:00:00,SALAISE SUR SANNE,12,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Avenant de moins de 30 jours,NULL,NULL,N,O,NULL,O,N,
6006760256,006298229C,Clôturée,1810049441,Clôture automatique,2022-03-17 01:00:00,2022-03-17 01:00:00,MEYNES,07,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,CA co signé en GED + FVA OK                                                                                                           Fiche Véhicule - Choix de la garantie - Accès sinistre             Véhicule immatriculé ft-613-kq                                     2 Garantie(s) trouvée(s) au total.                                  Active depuis 19/10/2020  - ALLIANZ IARD  - 56712784               Active depuis 01/07/2021  - AXA FRANCE IARD  - 0000010844429904   Immatriculation :  FT613KQ                                         No VIN :  WV1ZZZSYZL9056064                                        Date première immatriculation :  15/10/2020                        Date de dernière mise à jour SIV :  17/03/2022 11:23               Marque :  VOLKSWAGEN CRAFTER,NULL,NULL,N,N,NULL,O,N,
8006616889,006164898C,Clôturée,0100006037,Clôture automatique,2022-01-20 01:00:00,2022-01-20 01:00:00,NULL,12,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,appel dsi ko - je laisse message                                   avisé RC 00 + pas de franchise                                     je missionne expert dans gge le plus proche                        coordonnées gge + CG par sms                                       ACR ok,NULL,NULL,N,N,NULL,O,N,
2006739229,006278738S,Clôturée,8810054128,Clôture automatique,2022-03-09 01:00:00,2022-03-09 01:00:00,LE CANNET,10,Accident de la circulation,Deux véhicules,NULL,NULL,facture en GED,NULL,NULL,N,O,NULL,O,N,
0006101130,005681848Y,Clôturée,1810048241,Clôture automatique,2021-06-28 02:00:00,2021-06-29 02:00:00,VALENCIENNES,14,Accident de la circulation,Deux véhicules,Privé,NULL,"appel émis à soc, elle nous a envoyé le constat par courrier,      elle a gardé copie, je prends les éléments, tiers assuré gmf       (contrat vérifié).                                                 soc ok pr EAD ds garage N2.                                        soc informée rc 00, prise en charge totale. on réglera directement le garage.",NULL,NULL,N,O,NULL,O,N,
7006457800,006016578K,Clôturée,9810050069,Clôture automatique,2021-11-13 01:00:00,2021-11-15 01:00:00,CLERMONT L HERAULT,16,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,SST: Appel du gge qui attend mission suite dépassement kilométrique(franchise petit rouleur) - Envoi agenda mise en conformité GMFC   Vu commentaire SDV dépassement de 5000 km ms soc RC0 - Gge informé que nous prenons en charge les réparations,NULL,NULL,N,O,NULL,O,N,
6006122427,005701738T,Clôturée,1810049441,Clôture automatique,2021-07-02 02:00:00,2021-07-07 02:00:00,ORLY,00,Accident de la circulation,Aucun adversaire ou adversaire autre qu'un véhicule à moteur,Privé - Trajets travail,Corps fixe,sd expert: l expert ne constate pas de desordre par rapport à la caméra de recul. il semblerait que cette derniere soit en plus defaillante et est hors zone de dommage.                                                                                                                                                                       je fais courrier en ce sens a soc,NULL,NULL,N,N,NULL,O,N,
0006008328,005594982D,Clôturée,9810049849,Clôture automatique,2021-05-30 02:00:00,2021-05-31 02:00:00,NULL,15,Accident de la circulation,Deux véhicules,Privé,NULL,JE REGLE CE JOUR FRAIS AVANCES PAR EVA EN GED,NULL,NULL,N,N,NULL,O,N,
6006747334,006286244A,Clôturée,0810048160,Clôture automatique,2022-03-12 01:00:00,2022-03-13 01:00:00,NULL,10,Accident de la circulation,Deux véhicules,Privé,NULL,"Soc prend un stationnement                                         Tiers recule et percute soc                                        Case tiers : 14                                                    Case soc : 3                                                       Constat co signé / Pas de blessé                                   Obsv soc : Le vh A avancait pour se garer, le vh B reculait pour segarer                                                              Obsv tiers : idem",NULL,NULL,N,N,NULL,O,N,
5007121393,006637116H,Clôturée,7810054667,Clôture automatique,2022-07-22 02:00:00,2022-07-23 02:00:00,PARIS 08,09,Accident de la circulation,Deux véhicules,Privé,NULL,TEL SOC EMIS : INFO RC 00 ET PEC 100%.                             EAD OK.,NULL,NULL,N,N,NULL,O,N,
8008152322,007605060W,Clôturée,4810048594,Clôture automatique,2023-09-17 02:00:00,2023-09-19 02:00:00,NULL,19,Accident de la circulation,Deux véhicules,Privé,NULL,NULL,NULL,NULL,N,N,NULL,O,N,
3007751935,007228184Y,Clôturée,7810046187,Clôture automatique,2023-04-14 02:00:00,2023-04-14 02:00:00,BEAUNE,13,Accident de la circulation,Deux véhicules,NULL,NULL,TEL A SOC KO. MEVO LAISSE INFO RC 00 + PECH TT. INVITE A NOUS RETELPOUR EXPERTISE. ENVOI SMS + ACR MAIL.                              FVA OK                                                             Pays immatriculation : FRANCE (FR)                                 Assureur : AXA FRANCE IARD                                         Gestionnaire : Aucun                                               Numéro de police : 0000020765874204                                Numéro de police intermédiaire: Aucun                              Date de Début : 28/10/2022                                         Date de Fin : Aucune - Active,NULL,NULL,N,N,NULL,O,N,
5004456166,004149817X,Clôturée,3810048713,Clôture automatique,2019-08-03 02:00:00,2019-08-03 02:00:00,NULL,00,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"Appel de M soc , son vtm a été garé par le voiturier du restaurant italien. Un vtm tiers a percuté le vtm de soc qui était en         stationnement. le tiers a laissé le vtm sur place et partie dans   un autre vtm qui l'attendait.                                      La police italienne est intervenue et a donné un PV a payé au      sociétaire pour son stationnement.                                 La police lui a donné un document avec leurs coordonnées et ceux   des témoins présents lors de l accrochage.                         Le vtm de soc sera déposé au gge renault à GRASSE.                 Soc nous envoi par mail les éléments.                              J informe soc que son dossier sera transmis au service international",NULL,NULL,N,N,NULL,O,N,
0006135027,005713588Y,Clôturée,8810047208,Clôture automatique,2021-07-10 02:00:00,2021-07-12 02:00:00,NULL,00,Accident de la circulation,Deux véhicules,Privé,NULL,Envoi d'un agenda de mise en conformité en raison de Carte grise,NULL,NULL,N,N,NULL,O,N,
9004891077,004557488T,Clôturée,2810061512,Clôture automatique,2020-01-16 01:00:00,2020-01-16 01:00:00,FACHES THUMESNIL,09,Vol (véhicule retrouvé),Avec effraction du véhicule,NULL,Non identifié,soc informé que si vh retrouvé doit nous ocntacter rapidement      mais en revanche part en amerique latine le 03/02 pour quasi 1     mois - lui explique que nous ne pourrons pas faire d offre avant   30 jours et l invite à nous envoyer l ensemble des docs et         justifs rapidement -,NULL,NULL,N,N,NULL,O,O,2023-06-23
7005710346,005318486P,Clôturée,6810050066,Clôture automatique,2021-01-16 01:00:00,2021-01-19 01:00:00,NULL,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,expertise prevue le 15/06- ( ead),NULL,NULL,N,N,NULL,O,N,
6006064796,005647751L,En Cours de Gestion,8810054128,NULL,2021-06-20 02:00:00,2021-06-20 02:00:00,SENLIS,02,Incendie ou explosion,Incendie par communication,NULL,NULL,Reçu RE annule et remplace avec nom de l'épaviste                  Tout est réglé,NULL,NULL,N,N,NULL,O,N,
9006907398,006435145Z,Clôturée,8810054128,Clôture automatique,2022-05-18 02:00:00,2022-05-19 02:00:00,ISTRES,15,Accident de la circulation,Deux véhicules,NULL,NULL,Envoi d'un agenda de mise en conformité en raison de Carte grise,NULL,NULL,N,O,NULL,O,N,
7004938343,004601653Y,Clôturée,1810048241,Clôture automatique,2020-01-25 01:00:00,2020-02-04 01:00:00,AULNAY SOUS BOIS,13,Accident de la circulation,Deux véhicules,NULL,NULL,"révision : aucunes mise en cause de faite alors que présence d'un  témoin, soc n'est jamais revenu vers nous et vtm plus assuré je    clôture le dossier",NULL,NULL,N,N,NULL,N,N,
0930001398,930000983K,En Cours de Gestion,7810052287,NULL,2021-08-05 02:00:00,2021-08-05 02:00:00,NOISY LE GRAND,07,Evénements naturels,Grêle,NULL,Absence,NULL,NULL,NULL,N,N,NULL,O,N,
1006444756,006004282V,Clôturée,9810050069,Clôture automatique,2021-11-06 01:00:00,2021-11-08 01:00:00,ORLEANS,22,Accident de la circulation,Deux véhicules,Privé,NULL,recherche AGIRA:                                                   Active depuis 16/10/2021 - EQUITE (L') - AC475703                  Immatriculation : CC009NE                                          No VIN : VF36DRHRG21264318                                         Marque : PEUGEOT Dénomination commerciale : 407,NULL,NULL,N,N,NULL,O,N,
2007003704,006525915M,Clôturée,8810049848,Clôture automatique,2022-06-20 02:00:00,2022-06-20 02:00:00,ARNAS,19,Accident de la circulation,Deux véhicules,NULL,NULL,* vu gtie soc je laisse dossier en NPEC dans l'attente de voir les élements que soc aura à nous communiquer,NULL,NULL,N,N,NULL,O,N,
9930001653,930001234H,En Attente Informations,7810046187,NULL,2021-09-01 02:00:00,2021-09-01 02:00:00,NULL,09,Accident de la circulation,Aucun adversaire ou adversaire autre qu'un véhicule à moteur,Privé,Corps fixe,NULL,NULL,NULL,N,N,NULL,N,N,
